Source,Target,,
mzaidand,ekowBoy ,,
CilebutDani,persib ,,
suryamalang,persib ,,
Apriant33,ThaiFootballs ,,
hermanmuchtar,tribunjabar ,,
BarientosYanu,ThaiFootballs ,,
IlhamShidik27,Gilang_Mahesa ,,
IlhamShidik27,persib ,,
Aam_95Fernando,IndosiarID ,,
Aam_95Fernando,IndosiarSports ,,
nusakininews,Bolalob ,,
Reofilia,bonekcasuals ,,
Reofilia,persib ,,
adtydaffa,persib ,,
hermanmuchtar,ThaiFootballs ,,
FoldMaulana30,ThaiFootballs ,,
toto_anzik,VikingUinJkt ,,
iman_prass,VikingUinJkt ,,
hermanmuchtar,AzzahrahSyifa_ ,,
hermanmuchtar,persib ,,
ihnalfmuh,AzzahrahSyifa_ ,,
AlfaridziWijdan,ekowBoy ,,
asjs__,ekowBoy ,,
didi_hamzah,persib ,,
Setyads11,persib ,,
redoadityaspra,ThaiFootballs ,,
Abankgera999,tribunjabar ,,
_AwayDay,ThaiFootballs ,,
amang_persib,Gilang_Mahesa ,,
amang_persib,persib ,,
FoldMaulana30,IndosiarID ,,
FoldMaulana30,IndosiarSports ,,
FoldMaulana30,Bolalob ,,
aldi_jbl,bonekcasuals ,,
aldi_jbl,persib ,,
vickyrifai19,persib ,,
fokusjabar,ThaiFootballs ,,
fauzanmrabbani,ThaiFootballs ,,
RiefckyHermawa1,VikingUinJkt ,,
FOS_PERSIJA,VikingUinJkt ,,
BayuChandra008,AzzahrahSyifa_ ,,
BayuChandra008,persib ,,
daninugraha22,AzzahrahSyifa_ ,,
adartauper1933,ekowBoy ,,
adartauper1933,ekowBoy ,,
Shicibukai5,persib ,,
Aqmalehsan,persib ,,
Lamz_48,ThaiFootballs ,,
NuKasepTheaa,tribunjabar ,,
nurilakbari_,ThaiFootballs ,,
andri_gunawan33,Gilang_Mahesa ,,
andri_gunawan33,persib ,,
mumuthesickman,IndosiarID ,,
mumuthesickman,IndosiarSports ,,
Naimvcu,Bolalob ,,
tya_mara,bonekcasuals ,,
tya_mara,persib ,,
sirnajati19,persib ,,
EdwinGunawan33,ThaiFootballs ,,
GilangGumilarDS,ThaiFootballs ,,
maungcyber,ddherih ,,
BambangParijoto,namaku_kate ,,
BambangParijoto,"persib
PERSiB ",,
maunglucu,ThaiFootballs ,,
bandung911,ThaiFootballs ,,
GukgukJantan31,persib ,,
cristiaji_pp,ThaiFootballs ,,
SihungMaung_,persib ,,
ArdiansyahYanu5,IlhamShidik27 ,,
azwar_iphunk,MafiaWasit ,,
Fahmigumiyay,MafiaWasit ,,
BBTHLayarKaca,JuaraMaung ,,
FoldMaulana30,glennsugita ,,
FoldMaulana30,persib ,,
Aldi05101239,MafiaWasit ,,
Naimvcu,v_frontline_pc ,,
Naimvcu,ordersofheavens ,,
Sejatibintang,thinkerbeller ,,
Sejatibintang,PRFMnews ,,
anggasetia23,persib ,,
Asep_urg,D_Shiryu13 ,,
bukancowokurus,AsliTiBandung_ ,,
bukancowokurus,badboysbdg_ ,,
bukancowokurus,persib ,,
suyuslima,namaku_kate ,,
suyuslima,"persib
PERSiB ",,
EkoRomdhani,v_frontline_pc ,,
EkoRomdhani,ordersofheavens ,,
rasyidiaulia,BolaSportcom ,,
Suhendraaa92,_AwayDay ,,
Iqwal162,ThaiFootballs ,,
ansori_azwar,ThaiFootballs ,,
rofii53142016,ThaiFootballs ,,
Irvan_N24,ThaiFootballs ,,
batamland,ThaiFootballs ,,
sastrasiloka,ThaiFootballs ,,
Ikhsannn99,persib ,,
Rezawr8,persib ,,
FoldMaulana30,ddherih ,,
SamsulH347,ThaiFootballs ,,
tuanmaliqq,ThaiFootballs ,,
dimasalampe,v_frontline_pc ,,
dimasalampe,ordersofheavens ,,
Rizkyfuadaly,persib ,,
Naimvcu,LambeyNyengir ,,
ajinusantaraaa,persib ,,
BobotohJamika,ThaiFootballs ,,
MarkViper24,MafiaWasit ,,
J_Aryoko,footballinanews ,,
Naimvcu,srisetiyo21 ,,
Naimvcu,adimahasaa ,,
Naimvcu,Persija_Jkt ,,
hendraIG,namaku_kate ,,
hendraIG,"persib
PERSiB ",,
BolaBanget,ThaiFootballs ,,
Cok_Panjaitan,ddherih ,,
syetcn,bolacomID ,,
srisetiyo21,ddherih ,,
choianwar11,Persib_Addict ,,
purwo82092883,BolaSportcom ,,
PikiDandara_24,adimahasaa ,,
PikiDandara_24,Persija_Jkt ,,
alberthin_lucas,thinkerbeller ,,
alberthin_lucas,PRFMnews ,,
MZakyKuzuka,MafiaWasit ,,
AbdulAjid01,ddherih ,,
Cen_kumis,_AwayDay ,,
PersijaFans_12,MafiaWasit ,,
fahmilubab,PRFMnews ,,
i_fadh,ThaiFootballs ,,
Muhamadbayusatr,man2aja ,,
RiosFtrhmn,lihatjendela ,,
RiosFtrhmn,SANPutih ,,
RiosFtrhmn,bastiaands ,,
MZakyKuzuka,ThaiFootballs ,,
fajaronline,ThaiFootballs ,,
_Anyun12,jak_srengseng ,,
_Anyun12,PSSI ,,
_Anyun12,APPI_info ,,
Indra99a,BolaBanget ,,
Indra99a,infobdg ,,
orangseneng_,PRFMnews ,,
nugrahaadii3,labbola ,,
nugrahaadii3,"persib, ",,
RockyGaring,persib ,,
gibranbagaskara,_AwayDay ,,
Leo_sanny,MafiaWasit ,,
Winsontrotz1,ThaiFootballs ,,
RobiSap58642166,ddherih ,,
vandanc,BobotohID ,,
vandanc,teddy_tjahjono ,,
Muhamadbayusatr,MafiaWasit ,,
HamdanHere,ddherih ,,
FerriHoerurizal,ThaiFootballs ,,
egiiipr,ThaiFootballs ,,
WahyuFals19,BolaBanget ,,
LutfiHa86961662,JuaraMaung ,,
VArisista,BolaSportcom ,,
desyasyfaf,persib ,,
WahyuFals19,_AwayDay ,,
Djati_Sunda09,bonekcasuals ,,
RadityaDamari10,_AwayDay ,,
Persibfans33,MafiaWasit ,,
KindinHaq33,bolacomID ,,
ajm_dro,bolacomID ,,
Jasmine900510,_AwayDay ,,
MamaYuuker0,BolaSportcom ,,
GkbBonek,footballinanews ,,
GkbBonek,persib ,,
ebisaaja,persib ,,
WisnuSubarkah4,persib ,,
VikingPlat_K,MafiaWasit ,,
WisnuSubarkah4,bonekcasuals ,,
juanramadhan4,ThaiFootballs ,,
sirartesa,LalajoPersib ,,
Richanspeed,ThaiFootballs ,,
AGITOKS,namaku_kate ,,
AGITOKS,"persib
PERSiB ",,
AbeyIndra,ThaiFootballs ,,
Diponiarto,thinkerbeller ,,
Diponiarto,PRFMnews ,,
faizinXfaizin,ThaiFootballs ,,
rickyahmad09,hooliganbdg ,,
rickyahmad09,persib ,,
rickyahmad09,voicebobotoh ,,
WisnuSubarkah4,ThaiFootballs ,,
DebiPermadi,omgitsmungki ,,
Dheny188_,ThaiFootballs ,,
fikri_mt17,ThaiFootballs ,,
habibhibatulla1,ThaiFootballs ,,
akbarrizkyp,ThaiFootballs ,,
JuaraMaung,_AwayDay ,,
evunkhadi,MafiaWasit ,,
Sulthanptra,DadakanCrew28 ,,
ArdelinoArip,ThaiFootballs ,,
MRezaforbid,ThaiFootballs ,,
astriasumi,persib ,,
Hello_Opik,vidiodotcom ,,
SAN19281,persib ,,
Ichsan15,footballinanews ,,
DenzZoku,dhany_oleet ,,
DenzZoku,persib ,,
rapparoys,persib ,,
cahyaaldi1,SaveOurPersija ,,
Harie_Blues33,ThaiFootballs ,,
ToniTonies,tribunkidulprsb ,,
DenzZoku,persib ,,
si_bohin,simamaung ,,
maularsss,ThaiFootballs ,,
bobotohswiss,ThaiFootballs ,,
desyasyfaf,maung_tempur ,,
homonimm,footballinanews ,,
RDN_12,KickNRushmerch ,,
RDN_12,persib ,,
RDN_12,PersipuraOnline ,,
gading33,vidiodotcom ,,
jun_rival,man2aja ,,
RiefckyHermawa1,ThaiFootballs ,,
Barisan1933,man2aja ,,
Barisan1933,ThaiFootballs ,,
bolacomID,namaku_kate ,,
bolacomID,im_bobs) ,,
pearlsib,man2aja ,,
sigitfalstkj,ThaiFootballs ,,
arifsetyonugro7,namaku_kate ,,
arifsetyonugro7,"persib
PERSiB ",,
SAN19281,labbola ,,
SAN19281,"persib, ",,
Naimvcu,ThaiFootballs ,,
BangorBangor12,MafiaWasit ,,
Naimvcu,man2aja ,,
muhammad13irfan,_AwayDay ,,
penikmatTarkam,Bali_Football ,,
zidnyxahmed,BolaSportcom ,,
ady_cahyadi,PRFMnews ,,
sayaIcul,bonekcasuals ,,
Naimvcu,BolaSportcom ,,
yusril_ihyaS,ThaiFootballs ,,
AnzarEka,BolaSportcom ,,
Naimvcu,ThaiFootballs ,,
DXThope,rivaldo_herera ,,
sandipj13,BolaSportcom ,,
DikiZakaria13,ThaiFootballs ,,
BolaBanget,BolaSportcom ,,
andiazpi,ThaiFootballs ,,
freyrevenged,ThaiFootballs ,,
InfoBDGKita,_AwayDay ,,
ArinzaHaiqal,persib ,,
borexbois,BolaSportcom ,,
Arieagustiana97,labbola ,,
hijriahwanD,ThaiFootballs ,,
RiefckyHermawa1,arjaw28 ,,
bobcretia,man2aja ,,
hwahyumuhammad,persib ,,
febriii28,footballinanews ,,
Wahyunugrh_,jak_srengseng ,,
Wahyunugrh_,PSSI ,,
Wahyunugrh_,APPI_info ,,
VIKING_SKI,footballinanews ,,
febriii28,PRFMnews ,,
dianwahyudin17,MafiaWasit ,,
DebiPermadi,ThaiFootballs ,,
Didingcrew,ThaiFootballs ,,
aokisme_,GOAL_ID ,,
aokisme_,goalthailand ,,
Gugun47854452,ThaiFootballs ,,
DickTombilz,BolaSportcom ,,
wellyshergy,indosportdotcom ,,
Djati_Sunda09,ThaiFootballs ,,
BolaBanget,jak_srengseng ,,
BolaBanget,PSSI ,,
BolaBanget,APPI_info ,,
FeryBastardo,namaku_kate ,,
FeryBastardo,"persib
PERSiB ",,
firhanwicaksana,ThaiFootballs ,,
Azho33,ThaiFootballs ,,
paskalisinaga,man2aja ,,
indra2805,AsliTiBandung_ ,,
footballinanews,GOAL_ID ,,
footballinanews,goalthailand ,,
suryamalang,persib ,,
suryamalang,BobotohID ,,
gkazekage4,persib ,,
anggriawan_asa,ThaiFootballs ,,
ipink_sick,adimahasaa ,,
ipink_sick,Persija_Jkt ,,
33_gaganalgarni,ThaiFootballs ,,
KurniawanRicho,indosportdotcom ,,
RisatNartin,ThaiFootballs ,,
afandi14_,BolaBanget ,,
vespa_nu_temmy,persib ,,
Azho33,ThaiFootballs ,,
andrirahmat77,ThaiFootballs ,,
DalapanEmpat,MafiaWasit ,,
JakartaGlory,persib ,,
FarjulR,labbola ,,
FarjulR,"persib, ",,
Azimaulana17,Football_ID ,,
astriasumi,ThaiFootballs ,,
sodoyaml,man2aja ,,
PascalSyuhada_,_AwayDay ,,
BayuSadam33,thinkerbeller ,,
vespa_nu_temmy,thinkerbeller ,,
vespa_nu_temmy,PRFMnews ,,
OkiCandra_S,labbola ,,
OkiCandra_S,"persib, ",,
RizkyMaulanaH,ThaiFootballs ,,
KhusniHidayat11,ThaiFootballs ,,
mustajib9,persib ,,
BomFree11,ThaiFootballs ,,
thinkerbeller,persib ,,
rivaldo_herera,jak_srengseng ,,
rivaldo_herera,PSSI ,,
rivaldo_herera,APPI_info ,,
BenediktusNugro,MafiaWasit ,,
NMFaizi,ThaiFootballs ,,
33_gaganalgarni,BolaSportcom ,,
33_gaganalgarni,PaspampersUmuh ,,
33_gaganalgarni,vikingcimahifc ,,
ginantaraegi,BolaBanget ,,
yuniarayun,persib ,,
yuniarayun,persib ,,
yuniarayun,persib ,,
SirSanndy,ThaiFootballs ,,
simbamaskot,persib ,,
mohsyahrowi,labbola ,,
mohsyahrowi,"persib, ",,
SyaifulMufti,BobotohID ,,
YanWar777,ThaiFootballs ,,
Luthfyfalsyah7,ThaiFootballs ,,
O_benk,indosportdotcom ,,
Abiet3393,KickNRushmerch ,,
heydestri,labbola ,,
heydestri,"persib, ",,
33_gaganalgarni,ThaiFootballs ,,
33_gaganalgarni,MafiaWasit ,,
nawfalizlhq,persib ,,
adityanura,ThaiFootballs ,,
Fjrazhry,LalajoPersib ,,
tribunpekanbaru,LalajoPersib ,,
rijalmusthafaa,ThaiFootballs ,,
Taufik29_,_AwayDay ,,
balax33,Feby_R ,,
Aldiansyhr2,ThaiFootballs ,,
ddherih,BobotohID ,,
DadakanCrew28,Persib_Addict ,,
mas_kubil,ThaiFootballs ,,
dianwijatanete,ThaiFootballs ,,
lihatjendela,jak_srengseng ,,
lihatjendela,PSSI ,,
lihatjendela,APPI_info ,,
MBayu33,goalthailand ,,
fikihfaozi,Liga1Match ,,
785Hadi,BolaBanget ,,
BolaSportcom,PersijaFans_12 ,,
BolaSportcom,SANPutih ,,
BolaSportcom,bastiaands ,,
hysteryan,namaku_kate ,,
hysteryan,im_bobs) ,,
AdhityaFachri,ThaiFootballs ,,
tribunSUPERBALL,MafiaWasit ,,
BayuSadam33,man2aja ,,
rCapucconio,republikaonline ,,
yuniarayun,Liga1Match ,,
irfan_arwadi,AsliTiBandung_ ,,
irfan_arwadi,badboysbdg_ ,,
irfan_arwadi,persib ,,
kaka_scutyhupy,persib ,,
justandhi,ThaiFootballs ,,
Standupwrongway,vikingcimahifc ,,
anisnikmatul,_AwayDay ,,
akhi_syah,BobotohID ,,
FaridRiyaldi,ThaiFootballs ,,
kpnugraha,MafiaWasit ,,
IyangJuse,MafiaWasit ,,
Ipanlennon,persib ,,
RMahmudah06,aliazisakbar_ ,,
RMahmudah06,BobotohID ,,
RMahmudah06,jamril_nursehan ,,
RMahmudah06,MafiaWasit ,,
AdiNugrooz,maulana_s13 ,,
AdiNugrooz,BobotohID ,,
AdiNugrooz,Firman_15_Utina ,,
vespa_nu_temmy,ThaiFootballs ,,
dhany_oleet,BobotohID ,,
luckyhendriawan,persib ,,
BobotohID,Jakhendry ,,
BobotohID,AdiNugrooz ,,
Otjan1933,namaku_kate ,,
Otjan1933,"persib
PERSiB ",,
luckyhendriawan,persib ,,
rikayunita,AsliTiBandung_ ,,
rikayunita,badboysbdg_ ,,
rikayunita,persib ,,
_realtroy,ThaiFootballs ,,
RMahmudah06,ThaiFootballs ,,
wisnuarnavath,simamaung ,,
abintangpratama,tribunkidulprsb ,,
MBayu33,MafiaWasit ,,
vespa_nu_temmy,persib ,,
33_gaganalgarni,haekaladzani ,,
eddyXhunter,PSSI ,,
eddyXhunter,APPI_info ,,
eddyXhunter,persib ,,
BobotohCadas,MafiaWasit ,,
onbobotohonline,LalajoPersib ,,
nurman_soleh,BobotohID ,,
kaka_scutyhupy,_AwayDay ,,
Angga__Kun,persib ,,
CLesmana21,tongtongbiru ,,
CLesmana21,KimKurniawan ,,
CLesmana21,persib ,,
Dimunz_Zohard,man2aja ,,
ramdhanf12,ThaiFootballs ,,
vespa_nu_temmy,ThaiFootballs ,,
vespa_nu_temmy,persib ,,
arienzo_28,AsliTiBandung_ ,,
arienzo_28,badboysbdg_ ,,
arienzo_28,persib ,,
Nalaktak90,aiziz_m ,,
HuntuCepot,persib ,,
iam_anoe,simamaung ,,
icecyboo,ThaiFootballs ,,
aminsaputra33,labbola ,,
aminsaputra33,"persib, ",,
ryandizulfikar,persib ,,
AmrRamadhani,ThaiFootballs ,,
kaka_scutyhupy,ThaiFootballs ,,
ajrial_fahri,ThaiFootballs ,,
Ibrar_1933,ThaiFootballs ,,
alfialvi,adimahasaa ,,
alfialvi,Persija_Jkt ,,
Tommy94646767,ThaiFootballs ,,
33_gaganalgarni,MafiaWasit ,,
amang_persib,persib ,,
HTribangun,labbola ,,
HTribangun,"persib, ",,
_McHamzah,persib ,,
Feby_R,MafiaWasit ,,
ambarcitra,JuaraMaung ,,
halohaikal,ThaiFootballs ,,
dhara_syy,labbola ,,
dhara_syy,"persib, ",,
Forzanuyyy,AldiNugrahaha ,,
Forzanuyyy,Persib_Addict ,,
GiidTheKidd,ThaiFootballs ,,
Feby_R,ThaiFootballs ,,
siijun71,persib ,,
eldelweisss,ThaiFootballs ,,
Persib_Addict,aliazisakbar_ ,,
Persib_Addict,BobotohID ,,
Persib_Addict,jamril_nursehan ,,
jeppelins,persib ,,
iyanrustandii,ThaiFootballs ,,
roziqi_,persib ,,
rahman0403,AldiNugrahaha ,,
rahman0403,Persib_Addict ,,
MuharamSabar,ThaiFootballs ,,
rezarinaldip,ThaiFootballs ,,
Nalaktak90,_AwayDay ,,
vespa_nu_temmy,_AwayDay ,,
NasionalBicara,GOAL_ID ,,
NasionalBicara,goalthailand ,,
sondoll_09,persib ,,
jeppelins,ThaiFootballs ,,
Fahmi_Ktj,PersibDefender ,,
Fahmi_Ktj,officialvpc ,,
Fahmi_Ktj,v_frontline_pc ,,
resharizkyale,Maya32285588 ,,
resharizkyale,republikaonline ,,
ekorahman,persib ,,
IlmanMoch,persib ,,
aiziz_m,MafiaWasit ,,
Frahmatg94,GOAL_ID ,,
AjiRizky_,ThaiFootballs ,,
amang_persib,persib ,,
mijnshf,bonekcasuals ,,
MuktianaGalih,bobotohawayday ,,
AdiNugrooz,ThaiFootballs ,,
AsliTiBandung_,ThaiFootballs ,,
BenediktusNugro,ThaiFootballs ,,
amang_persib,persib ,,
FNKN17_,desyasyfaf ,,
amang_persib,persib ,,
PersijaFans_12,persib ,,
AldiNugrahaha,PRFMnews ,,
robertsmith_33,labbola ,,
isammaulana,Bobotohbaksum ,,
RifkyWisnu21,SANPutih ,,
KindinHaq33,Persib_Addict ,,
Abiet3393,ThaiFootballs ,,
portalSURYA,MafiaWasit ,,
ajisetiajie,ThaiFootballs ,,
homonimm,ThaiFootballs ,,
DodoSyuhada,thinkerbeller ,,
DodoSyuhada,PRFMnews ,,
suryamalang,chonburi_fc ,,
suryamalang,ThaiFootballs ,,
suryamalang,persib ,,
phoenixpies,vikingpersib_93 ,,
pasukantribun,persib ,,
justforvann_,persib ,,
g_Njarr,BolaBanget ,,
Huzn_23,persib ,,
NugrahaRicky_,MafiaWasit ,,
Nurrarvian,ThaiFootballs ,,
benjoisme,ThaiFootballs ,,
vespa_nu_temmy,persib ,,
AriefIslahudin7,persib ,,
ifin25,man2aja ,,
Al_nugraha,habiburrohman_ ,,
Al_nugraha,officialvpc ,,
Al_nugraha,BobotohID ,,
vespa_nu_temmy,ThaiFootballs ,,
muhnurhadi19_,namaku_kate ,,
muhnurhadi19_,"persib
PERSiB ",,
ndarvkill1,haekaladzani ,,
mhaddidh6,ThaiFootballs ,,
perutgendut2,persib ,,
DIK2_,allabout_psm ,,
danintoe,MafiaWasit ,,
AdyM2192,kevinarab69 ,,
tilulima,persib ,,
FHapip,ThaiFootballs ,,
Ryuzaky46,adimahasaa ,,
ndlalzdx,ThaiFootballs ,,
heri_yanto05,namaku_kate ,,
abuqaireen_,BolaBanget ,,
mcalfarizi,persib ,,
sandra_agoes,_AwayDay ,,
YanWar777,MafiaWasit ,,
Bolalob,persib ,,
MaungFootball,ThaiFootballs ,,
Aldi_Bachtiar27,MafiaWasit ,,
Muhamadapriza19,ThaiFootballs ,,
BobotohCadas,persib ,,
Kabar_Persib,persib ,,
Maoelanammi,ThaiFootballs ,,
AriefSyabakdan,GOAL_ID ,,
AriefSyabakdan,goalthailand ,,
FatoniSlem,MafiaWasit ,,
gani_nurjaman,persib ,,
desyasyfaf,persib ,,
Jaksumedang,Bali_Football ,,
Agung_Armanda,MafiaWasit ,,
toto_anzik,ThaiFootballs ,,
jamril_nursehan,_AwayDay ,,
RipitRianto3,brandyup2 ,,
RipitRianto3,Kabar_Persib ,,
BDGsosmed,Apip_Barbar ,,
ajisetiajie,aliazisakbar_ ,,
ajisetiajie,BobotohID ,,
ajisetiajie,jamril_nursehan ,,
vespa_nu_temmy,persib ,,
muammargh,ThaiFootballs ,,
vespa_nu_temmy,ThaiFootballs ,,
VieLovins7,simamaung ,,
MegaRisnawatiG,namaku_kate ,,
MegaRisnawatiG,"persib
PERSiB ",,
BomFree11,ThaiFootballs ,,
BomFree11,teddy_tjahjono ,,
BomFree11,persib ,,
DaniVnoQo,persib ,,
MegaRisnawatiG,AsliTiBandung_ ,,
MegaRisnawatiG,badboysbdg_ ,,
MegaRisnawatiG,persib ,,
furqonhakim_,labbola ,,
furqonhakim_,"persib, ",,
giaontweet,ThaiFootballs ,,
fjrrmdhna,persib ,,
Adhii_putraa,MafiaWasit ,,
RobiGusman2,thinkerbeller ,,
RobiGusman2,PRFMnews ,,
Raden_Safta,labbola ,,
Raden_Safta,"persib, ",,
TonginSinaga1,mbahenanang ,,
TonginSinaga1,Gugun47854452 ,,
TonginSinaga1,fahriir87 ,,
MRezaforbid,MafiaWasit ,,
redul18,persib ,,
a_peye23,Kabogohsaha_ ,,
a_peye23,PSSI ,,
mhmmdramdhan,MafiaWasit ,,
RobiGusman2,MafiaWasit ,,
BolaBanget,ThaiFootballs ,,
Aldi_Bachtiar27,MafiaWasit ,,
nenisup_,bonekcasuals ,,
mas_vesparyanto,persib ,,
bilanNR,LalajoPersib ,,
_McHamzah,persib ,,
vespa_nu_temmy,MafiaWasit ,,
andryfalse,adhanRamdan ,,
muhamadikh_bal,AsliTiBandung_ ,,
muhamadikh_bal,badboysbdg_ ,,
muhamadikh_bal,persib ,,
nenisup_,voicebobotoh ,,
skrrrahh,persib ,,
Andreilham_,ThaiFootballs ,,
expose_riau,LalajoPersib ,,
Ariefnado10,ThaiFootballs ,,
persib,FarmasiBoys ,,
Saddamalfano,TukangKomporin ,,
kadeudeuhmanah,ThaiFootballs ,,
anandkarga,MafiaWasit ,,
rohino_,ThaiFootballs ,,
maungleungsir33,JuaraMaung ,,
Ramel25,ThaiFootballs ,,
Abiet3393,MafiaWasit ,,
GilangAlKautsar,MafiaWasit ,,
fridhonaufal,BobotohID ,,
HusenRamadhan23,ThaiFootballs ,,
TiPersib,ThaiFootballs ,,
BdgLautanApi,MafiaWasit ,,
jamalrjr3,ThaiFootballs ,,
ahcmadriskiy7,ThaiFootballs ,,
Almazchl,jayapuraupdate ,,
Almazchl,tongtongbiru ,,
Almazchl,KimKurniawan ,,
Almazchl,persib ,,
vickysardi,GOAL_ID ,,
vickysardi,goalthailand ,,
elsunandar,glennsugita ,,
elsunandar,persib ,,
JuaraMaung,LalajoPersib ,,
_rszzz_,LalajoPersib ,,
HusenRamadhan23,MafiaWasit ,,
jhon_deemaz,ThaiFootballs ,,
Irwaaaan17,ThaiFootballs ,,
JakangelBekasi,thinkerbeller ,,
JakangelBekasi,PRFMnews ,,
Sandiis44203861,MafiaWasit ,,
FNorthjak,erirendy5 ,,
FNorthjak,habiburrohman_ ,,
FNorthjak,officialvpc ,,
eldelweisss,ThaiFootballs ,,
lawanego,_AwayDay ,,
BeforeAfper,LalajoPersib ,,
fajarikha,ThaiFootballs ,,
gemabaduy,persib ,,
Aldi_Bachtiar27,ThaiFootballs ,,
dedymuis01,GOAL_ID ,,
BomFree11,persib ,,
tepherma1,ThaiFootballs ,,
jamaludin933,voicebobotoh ,,
rakahnff,deidrapalepi ,,
ladies_Wani,ThaiFootballs ,,
vespa_nu_temmy,thinkerbeller ,,
vespa_nu_temmy,PRFMnews ,,
odelondell,labbola ,,
odelondell,"persib, ",,
_McHamzah,ThaiFootballs ,,
TriYuliR,simamaung ,,
TriYuliR,persib ,,
tkurniawanw,pikiran_rakyat ,,
djo_vy,_AwayDay ,,
Bhontot33,persib ,,
Aldi_Bachtiar27,ThaiFootballs ,,
BobotohID,labbola ,,
BobotohID,"persib, ",,
galamedianews,VikingCicurug ,,
galamedianews,persib.. ,,
galamedianews,Liga1Match ,,
KickNRushmerch,BantenGutter ,,
KickNRushmerch,persib ,,
mifanZ_,labbola ,,
mifanZ_,"persib, ",,
aremania_prob,GalaPersib ,,
TheBonjopi,persib ,,
TheBonjopi,PersipuraOnline ,,
TheBonjopi,KickNRushmerch ,,
NganjukBoys,MafiaWasit ,,
zorklif12,BolaBanget ,,
prambudi_satria,MafiaWasit ,,
VikingCicurug,MafiaWasit ,,
asepamaliyun,PRFMnews ,,
Jakhendry,simamaung ,,
jamalrjr3,persib.. ,,
jamalrjr3,Liga1Match ,,
Feby_R,ThaiFootballs ,,
vespa_nu_temmy,ThaiFootballs ,,
farezzz_,AdiNugrooz ,,
anamsubhanallah,33_abah ,,
anamsubhanallah,persib ,,
anamsubhanallah,BobotohID ,,
abdlhmd30,badboysbdg_ ,,
FadilahZaqky,persib ,,
dyudhanugraha,ThaiFootballs ,,
indosportdotcom,MafiaWasit ,,
Naimvcu,ThaiFootballs ,,
dhara_syy,thinkerbeller ,,
dhara_syy,PRFMnews ,,
vespa_nu_temmy,ThaiFootballs ,,
riskurrrrr,LalajoPersib ,,
Made_Dav,namaku_kate ,,
Made_Dav,"persib
PERSiB ",,
Raden_Safta,labbola ,,
Raden_Safta,"persib, ",,
herutam,ThaiFootballs ,,
maungleungsir33,_AwayDay ,,
MafiaWasit,MafiaWasit ,,
kodeprohiyat,Ipanlennon ,,
kodeprohiyat,persib ,,
kodeprohiyat,BobotohID ,,
adhi_yy,ThaiFootballs ,,
AriieYoyoy,v_frontline_pc ,,
Irwansynyster2,persib ,,
maungleungsir33,MafiaWasit ,,
ELgratama,_AwayDay ,,
riq_penk,GOAL_ID ,,
wantepersija,ordersofheavens ,,
LubukLarangan,bobotoh_kngn ,,
SaefulRochmanZn,ThaiFootballs ,,
zaenalzam,ThaiFootballs ,,
irwaninsomnia,_AwayDay ,,
alansu19,namaku_kate ,,
opiekasep,ThaiFootballs ,,
noorarief17,AsliTiBandung_ ,,
yudhaapra,ThaiFootballs ,,
Agung_Armanda,ThaiFootballs ,,
maungleungsir33,MafiaWasit ,,
adprstya_,ThaiFootballs ,,
Arif_wiguna24,tribunSUPERBALL ,,
EkoomaungBDG,thinkerbeller ,,
EkoomaungBDG,PRFMnews ,,
thea_mulya,ThaiFootballs ,,
WildanON_,ThaiFootballs ,,
arefun18,ThaiFootballs ,,
astriasumi,voicebobotoh ,,
AryaHafizh3,persib ,,
Ibrar_1933,persib ,,
Agung_Armanda,labbola ,,
Agung_Armanda,persib ,,
SitiHalimah__,ThaiFootballs ,,
maungleungsir33,persib ,,
Agung_Armanda,namaku_kate ,,
Agung_Armanda,"persib
PERSiB ",,
bengeut_seseuh,namaku_kate ,,
bengeut_seseuh,im_bobs) ,,
aldi_jbl,AsliTiBandung_ ,,
aldi_jbl,badboysbdg_ ,,
aldi_jbl,persib ,,
aliarbanmarzuki,bobotoh_kngn ,,
NasionalBicara,Antara_Jabar ,,
NasionalBicara,BobotohID ,,
NasionalBicara,voicebobotoh ,,
erlandramd,ThaiFootballs ,,
milanistikii33,GOAL_ID ,,
rieltien33,ThaiFootballs ,,
Agung_Armanda,Maya32285588 ,,
Agung_Armanda,republikaonline ,,
NovrizalFauzi,ThaiFootballs ,,
fansjakgalau,ThaiFootballs ,,
muft_amarullah,ThaiFootballs ,,
abidinco,voicebobotoh ,,
asurwelah26,Fajar_ArgoWilis ,,
amang_persib,_AwayDay ,,
SaveOurPersija,bonekcasuals ,,
riq_penk,ThaiFootballs ,,
f_kameswara,febri_cenator ,,
f_kameswara,GOAL_ID ,,
LostBoys94,kconk_lombok ,,
Viand_Ganyonk,tongtongbiru ,,
Viand_Ganyonk,KimKurniawan ,,
Viand_Ganyonk,persib ,,
Ruddy_Lesmana,ThaiFootballs ,,
amang_persib,AsliTiBandung_ ,,
amang_persib,badboysbdg_ ,,
amang_persib,persib ,,
luveas87,ThaiFootballs ,,
thierryhenra,_AwayDay ,,
munhadi,Dinalselalubiru ,,
irgifvckjri,ThaiFootballs ,,
amang_persib,DoddyHadiyana ,,
amang_persib,Liga1Match ,,
amang_persib,thinkerbeller ,,
amang_persib,PRFMnews ,,
wanandyoso,ThaiFootballs ,,
EkoomaungBDG,ThaiFootballs ,,
Aindriawandotco,brandyup2 ,,
